"id","data_publicacao","data_publicacao_gmt","titulo","link","autor","categorias","tags","resumo","imagem_destacada","slug","status","data_coleta","fonte"
"1236275266","2026-06-17T13:57:34","2026-06-17T17:57:34","‘Chaos Benefits No One’: Major Labels Ask Supreme Court to Overturn ‘Disruptive’ Copyright Ruling","https://www.billboard.com/pro/major-labels-ask-supreme-court-to-overturn-copyright-ruling/","Bill Donahue","Business; Legal News","Catalog; Copyright; Legal News; Music News; Supreme Court; termination rights","A novel ruling on copyright termination has “unsettled 50 years of industry practice,” the labels told the justices.","https://www.billboard.com/wp-content/uploads/2026/06/2278635294-e1781717606860.jpg","major-labels-ask-supreme-court-to-overturn-copyright-ruling","publish","2026-06-18T11:35:58-03:00","Billboard"
"1236201463","2026-06-17T13:45:20","2026-06-17T17:45:20","Paramount+ Deal: How to Save Up to 93% Off A Streaming Subscription","https://www.billboard.com/culture/product-recommendations/paramount-plus-limited-time-streaming-deal-1236201463/","Rudie Obias","Culture; Product Recommendations","Deals; NOADS; paramount plus; Prime Day; Product Recommendations; streaming","Ahead of Prime Day, you can sign up for Paramount+ for just $0.99 per month for a limited time.","https://www.billboard.com/wp-content/uploads/2026/06/Paramount-Plus-Logo-Streaming-Getty-Billboard-1548.jpg","paramount-plus-limited-time-streaming-deal","publish","2026-06-18T11:35:58-03:00","Billboard"
"1236275261","2026-06-17T13:37:24","2026-06-17T17:37:24","Carlos Vives y Silvestre Dangond ponen ritmo al debut de la Selección Colombiana en la Copa Mundial 2026","https://www.billboard.com/espanol/musica/carlos-vives-silvestre-dangond-colombia-mexico-copa-mundial-2026-1236275261/","Sigal Ratner-Arias","Espanol; Música","Colombia - Español; Copa Mundial - Espanol; genre español; México - Español","El cartel de la fiesta vallenata en el Estadio GNP Seguros en Ciudad de México también incluyó a ChocQuibTown.","https://www.billboard.com/wp-content/uploads/2026/06/Carlos-Vives-Silvestre-Dangond-cr-Jose-Jorge-Carreon-billboard-1800.jpg","carlos-vives-silvestre-dangond-colombia-mexico-copa-mundial-2026","publish","2026-06-18T11:35:58-03:00","Billboard"
"7408809","2026-06-17T13:35:54","2026-06-17T17:35:54","Chart Rewind: In 2006, Shakira’s ‘Hips Don’t Lie’ Hit No. 1 on the Hot 100","https://www.billboard.com/pro/shakira-wyclef-jean-hips-dont-lie-chart-rewind-2006/","Joe Lynch","Chart Beat; Music","Chart Beat; genre latin","Convinced that it was a career changer, Shakira persuaded Sony to rerelease her album with the single added.","https://www.billboard.com/wp-content/uploads/media/shakira-bb16-coda-2016-billboard-1548.jpg","shakira-wyclef-jean-hips-dont-lie-chart-rewind-2006","publish","2026-06-18T11:35:58-03:00","Billboard"
"1235579000","2026-06-17T12:56:00","2026-06-17T16:56:00","Billboard’s Music Industry Events Calendar","https://www.billboard.com/pro/music-industry-events-calendar-festivals-awards-conferences/","Colin Stutz","Business; Business News","billboard pro; conferences; Events; festivals; Touring","A complete rundown of the most important events across the music business.","https://www.billboard.com/wp-content/uploads/2024/04/Events-calendar-2024-billboard-1548.jpg","music-industry-events-calendar-festivals-awards-conferences","publish","2026-06-18T11:35:58-03:00","Billboard"
"1236275243","2026-06-17T12:55:27","2026-06-17T16:55:27","Victoria Monét Lands Third Straight Adult R&B Airplay No. 1 With ‘Let Me’","https://www.billboard.com/music/chart-beat/victoria-monet-let-me-number-1-adult-rb-airplay-radio-chart-1236275243/","Trevor Anderson","Chart Beat; Music","Chart Beat; genre rb; Music News","The Grammy winner is the first woman to link three leaders in more than a year.","https://www.billboard.com/wp-content/uploads/2026/02/victoria-monet-press-billboard-1800_8d24ac.jpg","victoria-monet-let-me-number-1-adult-rb-airplay-radio-chart","publish","2026-06-18T11:35:58-03:00","Billboard"
"1236275140","2026-06-17T12:47:52","2026-06-17T16:47:52","Lil Nas X Shares Emotional Update About Mental Health & New Music: ‘There’s Less Fear in My Heart’","https://www.billboard.com/music/music-news/lil-nas-x-mental-health-update-teases-new-music-1236275140/","Hannah Dailey","Music; Music News","genre hiphop; mental health; Music News; pride","The rapper says he’s spent the past few months in rehab and at home with friends and family after his arrest.","https://www.billboard.com/wp-content/uploads/2026/06/lil-nas-x-march-2025-billboard-1800.jpg","lil-nas-x-mental-health-update-teases-new-music","publish","2026-06-18T11:35:58-03:00","Billboard"
"1236274837","2026-06-17T12:25:44","2026-06-17T16:25:44","Finneas Talks ‘Beef,’ Billie Eilish and the Evolution of the Record Producer","https://www.billboard.com/music/pop/billboard-on-the-record-finneas-beef-billie-eilish-1236274837/","Kristin Robinson","Music; Pop","Billboard On The Record; Music News; Pop; producer","On Billboard On the Record, Finneas explains how the role of a music producer has changed over time — and how he’s seen his own process evolve as well.","https://www.billboard.com/wp-content/uploads/2026/03/finneas-press-cr-Dennis-Leupold-2026-billboard-1800.jpg","billboard-on-the-record-finneas-beef-billie-eilish","publish","2026-06-18T11:35:58-03:00","Billboard"
"1236274861","2026-06-17T12:20:56","2026-06-17T16:20:56","Nicki Minaj Explains Why She Wishes She Could Go Back & Change a Lot of Her Old Lyrics","https://www.billboard.com/music/rb-hip-hop/nicki-minaj-change-old-lyrics-1236274861/","Michael Saponara","Music; R&amp;B/Hip-Hop","genre hiphop; Music News","The rapper went deep about her faith and its connection to her career during a podcast interview.","https://www.billboard.com/wp-content/uploads/2026/06/2171021508-e1781709274827.jpg","nicki-minaj-change-old-lyrics","publish","2026-06-18T11:35:58-03:00","Billboard"
"1236275173","2026-06-17T12:10:42","2026-06-17T16:10:42","Tucker Wetmore Signs With Sandbox Entertainment for Management","https://www.billboard.com/pro/tucker-wetmore-signs-sandbox-entertainment-management/","Melinda Newman","Country; Music","genre country; jason owen; Music News; Sandbox Entertainment Group","The rising country star recently scored his first No. 1 on Billboard’s Country Airplay chart with “Brunette.”","https://www.billboard.com/wp-content/uploads/2026/01/P103ICBD-e1768322298699.jpg","tucker-wetmore-signs-sandbox-entertainment-management","publish","2026-06-18T11:35:58-03:00","Billboard"
"1236275120","2026-06-17T12:06:48","2026-06-17T16:06:48","RIIZE on the Freedom, Confidence & Forward Motion Behind <em>II</em>","https://www.billboard.com/music/pop/riize-new-album-ii-freedom-confidence-forward-motion-interview-1236275120/","Anna Chan","Music; Pop","genre kpop; Music News","The group reflects on growth, global stages and the emotional pop identity that continues to shape its sound.","https://www.billboard.com/wp-content/uploads/2026/06/riize-sm-entertainment-billboard-1800.jpg","riize-new-album-ii-freedom-confidence-forward-motion-interview","publish","2026-06-18T11:35:58-03:00","Billboard"
"1236275061","2026-06-17T11:57:33","2026-06-17T15:57:33","Jelly Roll’s Daughter Bailee Says She’s ‘Disgusted’ by Public Interest in His Divorce From Bunnie Xo","https://www.billboard.com/music/music-news/jelly-roll-bunnie-xo-divorce-daughter-bailee-ann-speaks-out-1236275061/","Hannah Dailey","Music; Music News","genre country; lifestyle; Music News","The teenager called her dad and stepmom’s split “a very clearly private family matter.”","https://www.billboard.com/wp-content/uploads/2026/06/2150375881-e1781708189599.jpg","jelly-roll-bunnie-xo-divorce-daughter-bailee-ann-speaks-out","publish","2026-06-18T11:35:58-03:00","Billboard"
"1236275006","2026-06-17T11:06:13","2026-06-17T15:06:13","Niall Horan Achieves His Fourth No. 1 on Top Album Sales Chart With ‘Dinner Party’","https://www.billboard.com/music/chart-beat/niall-horan-dinner-party-number-1-top-album-sales-chart-1236275006/","Keith Caulfield","Chart Beat; Music","Chart Beat; genre pop; Music News","Plus, Malcolm Todd, Evanescence, Death Cab for Cutie, The Red Clay Strays and Modest Mouse bow in the top 10.","https://www.billboard.com/wp-content/uploads/2026/06/Niall-Horan-Press-2026-Billboard-1800.jpg","niall-horan-dinner-party-number-1-top-album-sales-chart","publish","2026-06-18T11:35:58-03:00","Billboard"
"1236274993","2026-06-17T11:03:00","2026-06-17T15:03:00","Walter Parazaider, Founding Member of Chicago, Dead at 81 Following Battle With Alzheimer’s","https://www.billboard.com/music/music-news/chicago-walter-parazaider-death-sax-player-dead-obituary-1236274993/","Hannah Dailey","Music; Music News","genre rock; Music News; obituary","The musician’s wife, JacLynn, was by his side.","https://www.billboard.com/wp-content/uploads/2026/06/519937354-e1781705705416.jpg","chicago-walter-parazaider-death-sax-player-dead-obituary","publish","2026-06-18T11:35:58-03:00","Billboard"
"1236274914","2026-06-17T10:00:00","2026-06-17T14:00:00","How A Shattered Elbow, Liz Phair and ‘Philly Malarkey’ Shaped Sad13’s New Mixtape Of Hypershort Songs","https://www.billboard.com/music/rock/sad13-sadie-dupuis-1331-mixtape-interview-1236274914/","Eric Renner Brown","Music; Rock","genre rock; Music News","No song on 1331 , the first release by Speedy Ortiz leader Sadie Dupuis’ solo project since 2020, cracks two minutes.","https://www.billboard.com/wp-content/uploads/2026/06/Sad13-cr-Sadie-Dupuis-billboard-1800.jpg","sad13-sadie-dupuis-1331-mixtape-interview","publish","2026-06-18T11:35:58-03:00","Billboard"
"1236274935","2026-06-17T09:16:16","2026-06-17T13:16:16","Noah Kahan a Bit Divided Over the Kidz Bop Lyric Edits of ‘The Great Divide’: ‘Such a Specific Choice’","https://www.billboard.com/music/pop/noah-kahan-reaction-kidz-bop-lyric-edits-the-great-divide-1236274935/","Gil Kaufman","Music; Pop","genre pop; KIDZ BOP; Music News","Out with worrying about cops and cigarette burns and in with hanging with 5-0 and rug burns.","https://www.billboard.com/wp-content/uploads/2026/05/P104SV1W-e1777648431460.jpg","noah-kahan-reaction-kidz-bop-lyric-edits-the-great-divide","publish","2026-06-18T11:35:58-03:00","Billboard"
"1236272788","2026-06-17T08:30:37","2026-06-17T12:30:37","Little Mix’s Perrie Edwards Posts Stunning Photos of Wedding To Soccer Star Alex Oxlade-Chamberlain in Portugal","https://www.billboard.com/music/pop/little-mix-perrie-edwards-wedding-alex-oxlade-chamberlain-pics-1236272788/","Gil Kaufman","Music; Pop","genre pop; Music News; wedding","The couple got engaged in 2022 and share two children, son Axel, 4 and daughter Alanis, who was born in January.","https://www.billboard.com/wp-content/uploads/2026/06/2188236671-e1781523927172.jpg","little-mix-perrie-edwards-wedding-alex-oxlade-chamberlain-pics","publish","2026-06-18T11:35:58-03:00","Billboard"
"1236274425","2026-06-17T08:00:00","2026-06-17T12:00:00","Howie D Embraces His Puerto Rican Roots in ‘Coqui’: ‘I’ve Held Myself Back, But Now is the Time’","https://www.billboard.com/music/latin/howie-dorough-coqui-video-premiere-exclusive-interview-1236274425/","Jessica Roiz","Latin; Music","genre latin","Amid the Backstreet Boys’ residency at The Sphere, Howie Dorough debuts his solo, Spanish-language single exclusively below.","https://www.billboard.com/wp-content/uploads/2026/06/howie-dorough-cr-abez-media-press-billboard-1800.jpg","howie-dorough-coqui-video-premiere-exclusive-interview","publish","2026-06-18T11:35:58-03:00","Billboard"
"1236274644","2026-06-17T08:00:00","2026-06-17T12:00:00","Howie D abraza sus raíces puertorriqueñas en ‘Coqui’: ‘Me contuve, pero ahora es el momento’","https://www.billboard.com/espanol/musica/howie-dorough-coqui-video-exclusiva-entrevista-1236274644/","Jessica Roiz","Espanol; Música","genre español","Mientras los Backstreet Boys realizan una residencia en el Sphere, Howie Dorough estrena su sencillo en español en solitario, exclusivamente a continuación.","https://www.billboard.com/wp-content/uploads/2026/06/howie-dorough-cr-abez-media-press-billboard-1800.jpg","howie-dorough-coqui-video-exclusiva-entrevista","publish","2026-06-18T11:35:58-03:00","Billboard"
"1236274918","2026-06-17T07:51:38","2026-06-17T11:51:38","Obama Presidential Center Grand Opening to Feature Stevie Wonder, Bono, Bruce Springsteen, Eddie Vedder, Tems, The Roots & More","https://www.billboard.com/music/music-news/obama-presidential-center-opening-lineup-bono-springsteen-1236274918/","Gil Kaufman","Music; Music News","concert; Music News","Thursday’s (June 18) all-star livestream event will also feature Jennifer Hudson, John Legend and Marc Anthony.","https://www.billboard.com/wp-content/uploads/2026/06/P1068OUE-e1781695136870.jpg","obama-presidential-center-opening-lineup-bono-springsteen","publish","2026-06-18T11:35:58-03:00","Billboard"
"1236274909","2026-06-17T06:45:37","2026-06-17T10:45:37","Harry Styles Covers Simon & Garfunkel and Reimagines Deep Cuts at Intimate Meltdown Festival Set in London","https://www.billboard.com/music/pop/harry-styles-meltdown-festival-concert-setlist-1236274909/","Thomas Smith","Music; Pop","Billboard UK; genre pop; Music News","Styles is the curator of the 2026 edition of the festival.","https://www.billboard.com/wp-content/uploads/2026/06/Harry-Styles-Meltdown-Julian-Bajsel-2026-Billboard-1800.jpg","harry-styles-meltdown-festival-concert-setlist","publish","2026-06-18T11:35:58-03:00","Billboard"
"1236274902","2026-06-17T04:54:45","2026-06-17T08:54:45","Amy Mackie Promoted to Managing Director, Ticketing at TEG","https://www.billboard.com/pro/amy-mackie-promoted-managing-director-ticketing-teg/","Lars Brandle","Business","bbnews","With her appointment, Mackie becomes a member of TEG’s executive committee and reports to Hoy.","https://www.billboard.com/wp-content/uploads/2023/02/teg-logo-1548.jpg","amy-mackie-promoted-managing-director-ticketing-teg","publish","2026-06-18T11:35:58-03:00","Billboard"
"1236274882","2026-06-17T04:20:53","2026-06-17T08:20:53","Robbie Williams Signs With WME for Worldwide Representation","https://www.billboard.com/pro/robbie-williams-wme-worldwide-representation/","Lars Brandle","Business; Business News","bbnews; WME","The former Take That singer joins WME after his move to the ATC Management roster.","https://www.billboard.com/wp-content/uploads/2026/01/P10VYQE-e1769185319855.jpg","robbie-williams-wme-worldwide-representation","publish","2026-06-18T11:35:58-03:00","Billboard"
"1236274872","2026-06-17T03:12:07","2026-06-17T07:12:07","‘Extraordinary Success’: Vivid Sydney 2026 Wraps After Rare Set by Eddy Current Suppression Ring","https://www.billboard.com/pro/vvid-sydney-2026-wraps-eddy-current-suppression-ring/","Lars Brandle","Business; Touring","bbnews; sydney","Sixteen years have passed since ECSR worked their homebaked brand of punk rock on Sydney crowds. That damned drought came to an end at Vivid Sydney 2026.","https://www.billboard.com/wp-content/uploads/2026/06/eddy-current-supression-ring-1800-2026-vivid-live-tumbalong-park-cr-destination-nsw.jpg","vvid-sydney-2026-wraps-eddy-current-suppression-ring","publish","2026-06-18T11:35:58-03:00","Billboard"
"1236270212","2026-06-17T01:10:14","2026-06-17T05:10:14","Isaac Atkins, Army Sergeant With a ‘Sexy Voice,’ Scores Golden Buzzer on ‘AGT’: Watch","https://www.billboard.com/culture/tv-film/isaac-atkins-army-sergeant-golden-buzzer-agt-watch-1236270212/","Lars Brandle","Culture; TV/Film","AGT; America’s Got Talent; bbnews; nbc","“What a voice. What a sexy voice you have,” Sofía Vergara remarked.","https://www.billboard.com/wp-content/uploads/2026/06/americas-got-talent-isaac-atkins-billboard-1800.jpg","isaac-atkins-army-sergeant-golden-buzzer-agt-watch","publish","2026-06-18T11:35:58-03:00","Billboard"
"1236274841","2026-06-16T23:36:23","2026-06-17T03:36:23","Carl Cox Awarded OBE In King’s Birthday List","https://www.billboard.com/pro/carl-cox-awarded-obe-kings-birthday-list/","Lars Brandle","Awards; Music","Awards; bbnews; genre dance; genre electronic","The pioneering British DJ and record producer is one of several music figures saluted by King Charles.","https://www.billboard.com/wp-content/uploads/2026/06/carl-cox-1800-2026.jpg","carl-cox-awarded-obe-kings-birthday-list","publish","2026-06-18T11:35:58-03:00","Billboard"
"1236274832","2026-06-16T22:39:04","2026-06-17T02:39:04","BMG Buys Publishing Catalog of The Living End’s Chris Cheney","https://www.billboard.com/pro/bmg-buys-publishing-catalog-the-living-end-chris-cheney/","Lars Brandle","Business; Publishing","bbnews; bmg; genre rock","The new deal is announced just days after the Australian rock trio was inducted into the ARIA Hall of Fame.","https://www.billboard.com/wp-content/uploads/2026/06/chris-cheney-aria-hall-of-fame-2026-1800-cr-vasili-papathanasopoulos.jpg","bmg-buys-publishing-catalog-the-living-end-chris-cheney","publish","2026-06-18T11:35:58-03:00","Billboard"
"1236274801","2026-06-16T20:49:15","2026-06-17T00:49:15","Morat lleva clásico de Los Bukis ‘Tu Cárcel’ al No. 1 de la lista Latin Airplay","https://www.billboard.com/espanol/noticias/morat-tu-carcel-no-1-latin-airplay-1236274801/","Sigal Ratner-Arias","Espanol; Noticias","Charts - Espanol; genre español; Noticias - Español","“El desafío era estar a la altura de la canción original. Me encanta que refleja mucho el sonido de Morat”, dice el productor Nico Cotton.","https://www.billboard.com/wp-content/uploads/2026/06/Morat-walter-kolm-billboard-1800.jpg","morat-tu-carcel-no-1-latin-airplay","publish","2026-06-18T11:35:58-03:00","Billboard"
"1236274751","2026-06-16T20:33:47","2026-06-17T00:33:47","Rod Wave Announces ‘Don’t Look Down’ Album Release Date: Watch the Mournful Trailer","https://www.billboard.com/music/rb-hip-hop/rod-wave-dont-look-down-album-release-date-trailer-1236274751/","Michael Saponara","Music; R&amp;B/Hip-Hop","genre hiphop; Music News","A single from the LP is coming soon, according to a press release.","https://www.billboard.com/wp-content/uploads/2026/06/rod-wave-dont-look-down-album-cover-billboard-1800.jpg","rod-wave-dont-look-down-album-release-date-trailer","publish","2026-06-18T11:35:58-03:00","Billboard"
"1236274787","2026-06-16T20:28:52","2026-06-17T00:28:52","Eminem Music Publisher Can Pursue $109 Million Meta Licensing Lawsuit, Judge Rules","https://www.billboard.com/pro/eminem-music-publisher-meta-licensing-lawsuit/","Rachel Scharf","Business; Legal News","lawsuit; Legal; Music News","A judge declined to dismiss litigation over more than 200 songs in the Facebook, Instagram and WhatsApp music libraries.","https://www.billboard.com/wp-content/uploads/2026/06/1439397290-e1781654221668.jpg","eminem-music-publisher-meta-licensing-lawsuit","publish","2026-06-18T11:35:58-03:00","Billboard"
"1236274743","2026-06-16T20:27:04","2026-06-17T00:27:04","Fivio Foreign Wants to Perform at the Knicks Championship Parade: ‘I Better Be Performing’","https://www.billboard.com/music/rb-hip-hop/fivio-foreign-perform-knicks-championship-parade-1236274743/","Angel Diaz","Music; R&amp;B/Hip-Hop","basketball; genre hiphop; Music News; nba; NBA Finals; sports","The Brooklyn rapper dedicated a song to the team’s historic comeback during Game 4 of the NBA Finals.","https://www.billboard.com/wp-content/uploads/2026/06/P115SW7Y.jpg","fivio-foreign-perform-knicks-championship-parade","publish","2026-06-18T11:35:58-03:00","Billboard"
"1236274742","2026-06-16T19:46:36","2026-06-16T23:46:36","Knicks Star Mikal Bridges Says He Will ‘Never Forget’ This Kendrick Lamar Album for Getting Him Through a Tough Time","https://www.billboard.com/music/rb-hip-hop/mikal-bridges-kendrick-lamar-mr-morale-the-big-steppers-1236274742/","Angel Diaz","Music; R&amp;B/Hip-Hop","basketball; genre hiphop; Music News; nba; NBA Finals; sports","The NBA champion gave fans a rare glimpse of his personality on Instagram Live and he didn’t disappoint.","https://www.billboard.com/wp-content/uploads/2026/06/mikal-bridges-nba-finals-2026-billboard-1800.jpg","mikal-bridges-kendrick-lamar-mr-morale-the-big-steppers","publish","2026-06-18T11:35:58-03:00","Billboard"
"1236274755","2026-06-16T19:03:58","2026-06-16T23:03:58","Morat Turns Los Bukis’ ’80s Classic ‘Tu Cárcel’ Into a Billboard Latin Airplay No. 1","https://www.billboard.com/music/chart-beat/morat-los-bukis-80s-tu-carcel-billboard-latin-airplay-no-1-1236274755/","Pamela Bustios","Chart Beat; Music","BBLatin; billboard latin; genre latin","“The challenge was to live up to the original song. I love that it reflects so much of Morat’s sound,” producer Nico Cotton tells Billboard .","https://www.billboard.com/wp-content/uploads/2026/06/Morat-walter-kolm-billboard-1800.jpg","morat-los-bukis-80s-tu-carcel-billboard-latin-airplay-no-1","publish","2026-06-18T11:35:58-03:00","Billboard"
"1236274566","2026-06-16T18:56:14","2026-06-16T22:56:14","Billy Jones Forever Foundation Launches In Honor of the Late New York Nightlife Fixture","https://www.billboard.com/pro/billy-jones-forever-foundation-help-music-professionals/","Katie Bain","Business; Business News","billboard green; Music News","Following Jones’ death last June, the Foundation will celebrate his life and legacy by supporting young people aspiring to work in music.","https://www.billboard.com/wp-content/uploads/2026/06/Billboard-Billy-Jones-2026.jpeg","billy-jones-forever-foundation-help-music-professionals","publish","2026-06-18T11:35:58-03:00","Billboard"
"1236274687","2026-06-16T18:36:00","2026-06-16T22:36:00","Mystikal Sentenced to 20 Years in Prison After Pleading Guilty to Rape Charge","https://www.billboard.com/pro/mystikal-sentencing-20-years-rape-prison/","Michael Saponara","Business; Legal News","genre hiphop; Legal; Music News","“If I did that to you, I deserve the max sentence,” the New Orleans rapper reportedly told the courtroom.","https://www.billboard.com/wp-content/uploads/2026/06/806453652-e1781644471574.jpg","mystikal-sentencing-20-years-rape-prison","publish","2026-06-18T11:35:58-03:00","Billboard"
"1236274747","2026-06-16T18:26:08","2026-06-16T22:26:08","‘The Rocky Horror Picture Show’ Coming to Las Vegas’ Sphere","https://www.billboard.com/business/touring/rocky-horror-picture-show-las-vegas-sphere-1236274747/","Chris Eggertsen","Business; Touring","A.I.; AI; Artificial Intelligence; Music News; Sphere; The Rocky Horror Picture Show","Sphere Entertainment will “enhance” the 1975 cult classic for the massive venue.","https://www.billboard.com/wp-content/uploads/2026/06/The-Rocky-Horror-Picture-Show-at-Sphere-courtesy-billboard-1800.png","rocky-horror-picture-show-las-vegas-sphere","publish","2026-06-18T11:35:58-03:00","Billboard"
